Date,TCS.NS,INFY.NS,WIPRO.NS,HCLTECH.NS,RELIANCE.NS,ONGC.NS,TATAPOWER.NS,ADANIGREEN.NS,SUNPHARMA.NS,DRREDDY.NS,CIPLA.NS,DIVISLAB.NS
2023-09-20,3349.72802734375,1385.119384765625,201.1590118408203,1182.9769287109375,1182.323974609375,162.2425079345703,259.2663269042969,1008.9500122070312,1125.1058349609375,1109.3631591796875,1216.2840576171875,3739.516357421875
2023-09-21,3330.45263671875,1395.8082275390625,200.62115478515625,1168.891845703125,1173.712890625,160.9494171142578,253.97213745117188,1023.4500122070312,1118.2762451171875,1119.92333984375,1183.6131591796875,3707.064208984375
2023-09-22,3347.49853515625,1390.603271484375,195.733642578125,1164.9588623046875,1168.8240966796875,159.57008361816406,254.41746520996094,1018.7999877929688,1104.8116455078125,1090.0013427734375,1163.5003662109375,3665.7568359375
2023-09-25,3322.882080078125,1370.1552734375,193.67578125,1155.5838623046875,1161.6273193359375,159.91493225097656,254.2195281982422,1013.7999877929688,1096.713623046875,1074.53173828125,1157.0740966796875,3688.9580078125
2023-09-26,3330.82421875,1357.6075439453125,193.114501953125,1153.754638671875,1162.6446533203125,161.85458374023438,257.1387634277344,1012.2999877929688,1098.4698486328125,1080.26123046875,1141.670654296875,3713.98974609375
2023-09-27,3334.168212890625,1363.509521484375,194.40069580078125,1153.4345703125,1175.7476806640625,161.42356872558594,257.039794921875,1018.75,1112.226806640625,1085.9315185546875,1158.202392578125,3728.039306640625
2023-09-28,3285.35400390625,1337.903076171875,189.58335876464844,1135.87353515625,1158.4755859375,161.595947265625,255.35752868652344,1012.4500122070312,1104.7630615234375,1072.6251220703125,1142.0631103515625,3626.131591796875
2023-09-29,3277.783203125,1334.1854248046875,189.91073608398438,1129.3797607421875,1163.8856201171875,165.38909912109375,259.56317138671875,987.1500244140625,1130.47216796875,1103.8214111328125,1163.7457275390625,3725.219482421875
2023-10-03,3264.081787109375,1332.837646484375,189.630126953125,1132.9466552734375,1150.55908203125,159.13905334472656,261.1960144042969,973.9500122070312,1113.6905517578125,1079.0657958984375,1160.4588623046875,3684.951171875
2023-10-04,3286.282470703125,1342.45751953125,189.3728790283203,1133.724365234375,1148.5738525390625,157.54421997070312,253.97213745117188,971.9000244140625,1096.4697265625,1070.3927001953125,1145.0064697265625,3668.42822265625
2023-10-05,3334.215576171875,1360.2099609375,190.2615203857422,1129.9742431640625,1148.549072265625,157.070068359375,255.11013793945312,959.6500244140625,1091.8839111328125,1068.30810546875,1139.168701171875,3657.990234375
2023-10-06,3363.987060546875,1374.38427734375,190.75262451171875,1132.0322265625,1150.4847412109375,156.42352294921875,256.05023193359375,961.25,1099.8846435546875,1071.7952880859375,1141.0328369140625,3682.329345703125
2023-10-09,3379.732177734375,1371.3634033203125,189.7002716064453,1142.9161376953125,1140.6822509765625,156.63902282714844,247.39154052734375,938.9500122070312,1095.738037109375,1085.6153564453125,1137.5989990234375,3666.004150390625
